distance_km,traffic_density,shipment_weight_kg,shipment_volume_m3,delivery_type,vehicle_type,route_complexity,weather_conditions,time_of_day,loading_time_minutes,driver_experience_years,urban_rural,traffic_incidents,holiday_period,delivery_time_hours
183.30579267714776,Medium,207.19880578845562,3.4608821593921966,Same Day,Van,Simple,Storm,Night,32.98509449630753,2.2702166669248407,Urban,Minor,Yes,66.27922807660723
123.64996329984058,Low,241.37331203231778,3.8982492310438888,Overnight,Bicycle,Complex,Rain,Night,44.66209453566341,9.703197382406062,Rural,None,No,
692.6873980230256,Medium,338.31160883927635,1.0621059035801292,Standard,Truck,Simple,Fog,Morning,,13.884921270946352,Suburban,Minor,No,49.47291067380753
354.48039877661625,High,286.3795156285578,4.281212900298306,Standard,Van,Moderate,Snow,,37.34068342001514,,Rural,,No,45.56345385972931
756.5414830708892,High,,1.3136807044322947,Standard,Truck,Moderate,Clear,Morning,35.80864434814178,6.0096276792716115,,Minor,No,25.93489409202722
942.6287415320431,High,260.5360500821657,0.9274668612720123,Overnight,Van,Simple,Clear,Morning,,15.0399966855146,Rural,Minor,No,14.20214367112664
13.607116771644693,Low,424.54851517685853,2.456553068740237,Express,Van,Simple,,Night,51.84406057923767,27.651744910741037,Rural,None,No,52.062656033560906
497.29946709650187,High,396.8187328839538,4.404388320149717,Standard,Bicycle,Simple,Fog,Afternoon,54.870350068930556,1.03124751189479,Rural,Minor,No,18.549916745622095
213.21863678164735,Very High,219.25709873769324,2.133329622737122,Standard,Truck,Complex,,Evening,38.13944112584611,17.360414395996713,Urban,Minor,No,7.360270235254208
779.1456614875233,Very High,466.1017861941616,1.409114292798245,Standard,Truck,Simple,Clear,Morning,8.551118545312919,0.8501638584560613,Rural,None,No,10.453002943330128
265.61141724494524,High,436.0303678467606,0.05756607154257127,Overnight,,,Fog,Night,37.08012166908379,22.723476547883312,Urban,Minor,No,44.711171096116146
290.3676503175215,Low,,0.792093037191786,Express,Truck,Simple,Storm,Morning,23.02363214075549,10.117507319399628,Suburban,Major,No,8.884304352684817
355.504497188653,High,313.8780778551664,0.2570219110224986,Express,Bicycle,Moderate,Storm,Evening,56.316016064783724,17.002825932576314,Suburban,None,No,48.94277020609892
225.37108332034606,High,349.52490183492193,4.2837127352658815,Express,Van,Moderate,Fog,Afternoon,57.83160979975393,28.867564915811,Suburban,Minor,No,1.6729877645492477
409.7567765730323,Medium,415.06669584954983,3.9035235506895254,Same Day,Truck,Simple,Snow,Morning,39.77801746972829,19.67205288383705,Rural,Major,No,57.04159891802247
479.2619070592924,High,94.56085874353123,1.7491307030413514,Overnight,Truck,Complex,Rain,Afternoon,30.143593145478516,5.49924283758432,Suburban,,No,2.1544570777377787
445.36300416545527,Very High,31.00408932656946,,Express,Motorcycle,Simple,Storm,Morning,27.138342960982754,20.99412233406683,Suburban,Major,Yes,33.34584541975376
996.7754314154442,Very High,210.7884957540195,1.4327929747823631,Same Day,Truck,Moderate,Snow,Afternoon,23.054639928034057,20.261358617950307,Urban,None,No,
129.6468038604761,Very High,289.20777117559885,4.800076806471448,Express,Truck,Moderate,Fog,Night,59.28134445992452,15.851964611386038,Rural,None,No,2.0534923386269464
227.87158991679766,Low,472.2423076660661,3.0955803216274353,Express,Motorcycle,Complex,Snow,Morning,,27.09477914751581,Rural,Major,No,42.92421932847377
540.9307023845557,Very High,122.7272547467943,2.7039201487942903,Express,Bicycle,Moderate,Rain,Night,37.82684662292972,2.667234022773575,Urban,Major,No,23.366068292397596
331.8832331248506,High,203.76726441855226,2.8435776425096284,Express,Van,Complex,Rain,Afternoon,12.484757071364513,22.164260184166842,Urban,None,No,39.3025231190389
404.8073830945819,Medium,430.55875564548177,2.5917213523100213,Overnight,Truck,Simple,Fog,Night,47.38888947057266,3.760629871728989,Urban,Major,No,60.94898709999608
774.8416733219337,Low,,0.4378509334401396,Same Day,Bicycle,,Rain,Morning,15.60519413558678,12.859629550650842,Rural,Minor,No,48.85298991796908
449.06881062992124,High,316.2136378148022,0.6946554529997686,Overnight,Bicycle,Complex,Rain,,40.44302011023545,27.80368363722234,Urban,Minor,No,64.76411414288371
916.9678261543803,High,71.91004320436654,0.6649778291357092,Standard,Van,Complex,Clear,Morning,12.760071973348012,3.830590756950956,Rural,Minor,No,62.628875056435305
741.3410495259202,Medium,203.56992361249664,3.005494277879393,Express,Van,Simple,Snow,Morning,32.44425076563316,,Urban,Major,,49.72201861091871
667.1141611835013,Very High,271.99793224859854,2.9315165080443184,Same Day,Truck,Moderate,Storm,Afternoon,59.745233862911576,29.149510479197772,Urban,Minor,Yes,7.56660713002375
690.4808565907581,Low,278.9988893884082,3.3740702931408557,Overnight,Van,Moderate,Rain,Night,29.11336688945932,4.32209416501485,Urban,Minor,No,46.92888476192363
523.477655282656,Very High,165.84120695165433,3.173336743679246,Overnight,Truck,Simple,Snow,Evening,11.901238643783046,29.947736342810735,Urban,Major,Yes,55.484143396465164
657.9939784702043,Very High,432.48772528873707,4.948139116265951,Standard,Van,Simple,Snow,Evening,17.846465197079596,5.085781249700025,Rural,None,No,66.07991546064763
241.76310939084047,Low,489.9549633843359,1.2286621106900928,Overnight,Van,Moderate,Fog,Night,26.31541504992738,6.844178263906613,Rural,None,No,64.31427592410358
564.9627254408371,Very High,274.84191024688045,2.5471452606872798,Same Day,Truck,Simple,Fog,,35.457663718403964,24.460117597808924,Urban,Major,No,66.90316341832737
133.73184226060533,Medium,315.16306542476656,4.984575836173465,Same Day,Van,Moderate,Snow,Morning,14.549238762994772,16.369799039672166,Urban,Minor,No,52.565219185705274
871.0214732609916,,176.02643247390913,3.1988515607646026,Same Day,Bicycle,Moderate,Storm,Afternoon,21.874075441189866,20.561012195206025,Rural,None,No,24.409833712221467
42.17054876984009,Very High,440.08229151197446,0.4126361670946382,Same Day,Truck,,Clear,Evening,,29.186756618859967,Suburban,Major,No,60.159782798836474
247.2318766872764,High,485.1911700789194,4.15302540966127,Express,Bicycle,Simple,Fog,Evening,43.33505233885505,17.135137922739638,,None,No,32.306116067793575
67.062214514934,Low,373.08387423564375,1.0744155196352378,Standard,Truck,Moderate,Rain,Evening,10.482931156707203,8.015316990991673,Suburban,Minor,No,71.76499886852494
250.51994501870456,High,259.04457702295565,4.310097186220862,Same Day,Van,Complex,Clear,Afternoon,46.686571138823034,13.037326322387628,Urban,None,No,71.72839177098399
233.49843006770385,,,3.392486189391867,Express,Truck,Simple,Snow,Morning,30.213270709927556,24.808061135742758,Suburban,Major,No,6.575902338950272
10.818119959446841,Very High,393.98636738754476,0.7786371535145057,Standard,,Simple,Fog,Night,20.53747065127833,16.008416652750405,Suburban,Major,Yes,15.814007968037537
798.0579632328032,Very High,195.4537666789321,3.3715712028642844,Express,Van,Moderate,Clear,Morning,54.030141183249796,21.626309962793865,Suburban,Major,No,30.98205841315658
31.23695618446404,Medium,240.5792373543853,3.9585001774226067,Express,Motorcycle,Simple,Snow,Morning,25.700111889737034,9.896427606397165,Suburban,None,No,
201.05894533001083,High,30.656721853298254,2.2957444472667827,Same Day,Bicycle,Simple,Fog,Afternoon,45.507555427701,12.664842244999122,Rural,None,No,42.84681395267835
781.5733910003768,Low,437.0386610572721,3.4424940024961073,Express,Truck,Simple,Fog,Morning,52.90531564827596,19.40177707192162,Urban,None,No,12.455797855091337
900.8697684958564,Low,288.951396109938,0.35762425749722204,Overnight,Truck,Complex,Rain,Evening,48.85525587383026,6.850641455592839,Urban,None,No,67.4409029364692
5.017768153369834,,279.504703369915,4.0811148783343505,Express,Van,,Rain,Morning,16.980432765293173,4.877947419374599,Urban,Minor,No,47.54735601308459
584.6654698884543,,26.43283123459359,0.8677146582055516,Standard,Van,Simple,Snow,Evening,27.07237492312846,29.7731508953789,Rural,Minor,Yes,28.611269935098214
949.7902161523942,Low,229.66114050951063,3.6749115545043454,Overnight,Bicycle,Complex,Fog,Evening,17.623189864173327,15.860353799351948,Rural,Minor,No,23.52858479816513
48.422494117320184,Low,385.3403401825465,0.27631169845743003,Standard,Van,Moderate,Snow,Afternoon,52.77981460841544,,Rural,Major,No,70.92946137884384
186.94920608548333,High,44.45680315348577,3.57342299840626,Same Day,Motorcycle,Simple,Fog,Evening,52.76581126958719,7.2624641769837215,Rural,None,No,38.67594438169508
291.0090092011323,Low,224.74345038524564,4.4722332662325694,Overnight,Bicycle,Complex,Clear,Evening,43.88307344180522,2.9257137489328726,Rural,None,No,5.217011601388664
734.2602135552927,Low,179.02244839978104,,Same Day,Van,Simple,Snow,Evening,28.688333556318728,14.238845703348119,Urban,Minor,No,28.78235112854534
134.89208070887037,Low,,2.187305948399959,Overnight,Bicycle,Moderate,Rain,Afternoon,35.88325306637705,26.23353766381965,Urban,None,No,51.030731124978594
172.9422395867364,High,225.0724343028473,3.0279060573861862,Express,Motorcycle,Moderate,Clear,Night,51.38718475485918,2.9194722770571007,Urban,None,No,6.120179893115029
858.1121748537386,Very High,80.08231086416505,1.3379571815941758,Standard,Truck,Complex,Fog,Evening,12.50006140809785,14.418293403875918,Suburban,None,No,22.58897548556523
958.769465867871,High,27.419952720427823,1.7003033744581508,,Van,Complex,Clear,Night,10.567459608428496,11.933959295381658,Urban,None,No,47.64290992264179
5.014692010962453,Very High,187.04009254003134,1.0640456797576463,Standard,Bicycle,Moderate,Fog,Morning,18.664498741261617,17.504478641137787,Suburban,Major,No,56.086875646547526
172.86764523876636,Low,39.95149020049686,3.3067109186000243,Express,Motorcycle,Complex,Storm,Night,7.003469557296991,25.627444768340077,Suburban,None,No,61.42036640849605
578.2608028371109,Very High,,4.607172520994339,Standard,Motorcycle,Simple,Snow,Evening,25.311639874265648,12.894400909305727,Urban,Minor,No,42.83790635516291
123.8569289442585,Medium,273.34588878340713,0.3601003798793437,Express,Motorcycle,Simple,Snow,Morning,47.78662159118179,1.626980002899908,Suburban,Minor,No,40.86660700111399
927.2320565570171,,52.442320210822125,4.872623406785249,Standard,Truck,Moderate,Rain,Morning,31.088721092049525,12.722212220544545,Urban,Major,No,20.953893917391163
,Low,402.80306283041557,3.7084397033354577,Standard,Truck,Simple,Fog,Night,55.411112960284605,1.2987363537611447,Suburban,None,No,41.02259321273012
223.84342842434685,Low,420.5190760546801,4.279053212248496,Overnight,Bicycle,Moderate,Storm,Night,43.49981472959531,3.726568958353832,Rural,None,Yes,60.06991112472038
808.0313210819457,Very High,,0.5880274476628436,Standard,Truck,Moderate,Rain,Afternoon,15.550063753279355,29.842624598693455,Urban,Minor,No,29.06670180052022
909.41838415744,Very High,392.42720180183767,,Standard,Van,Complex,Clear,Afternoon,20.251096135932332,,Rural,None,No,67.90316025670622
977.244223501416,Medium,397.0199457838791,1.5851451595042731,Express,Motorcycle,Simple,Snow,Afternoon,48.39470258426948,25.54621221052597,Rural,Minor,No,5.734224377248641
162.41628999996595,Low,56.10006511180307,4.154755095532657,Overnight,Van,Simple,Rain,Night,52.94670175166612,27.428554057352155,Urban,None,No,68.17273720897441
66.96566633514026,High,97.01467233452904,1.025264931341333,Same Day,Bicycle,Moderate,Rain,Afternoon,5.026750427118435,23.16609055949382,Urban,None,No,11.696199299698241
710.5848646500175,Low,439.84688578948624,0.8702999478852392,Same Day,Motorcycle,Simple,Storm,Night,10.669534635283886,11.549874341507897,Urban,Major,No,65.07063152070751
111.54576987362375,Very High,293.16120090135445,4.697000438704534,Same Day,Bicycle,,Fog,Night,48.511604641602375,28.430650645171355,Rural,Major,No,18.013380297632885
685.7713761188684,Low,258.88073869365957,3.4616267232915345,Overnight,Truck,Moderate,Rain,Evening,10.98530980523888,3.9204067900434234,Rural,None,No,15.510463510800353
419.8532239041145,Low,54.28394734183129,0.25729687361536274,Overnight,Van,,Storm,Afternoon,46.42024812756203,24.088774445628133,Suburban,Minor,,60.65148064948422
347.4692002651964,High,435.4058130218989,1.5684329893347775,Express,Van,Moderate,Clear,Night,26.16116755880371,22.28052319896514,Rural,Major,No,28.718595029622012
534.217333173102,Medium,256.94206822038063,2.0331141297780477,Standard,Bicycle,Complex,Clear,Night,18.535163370490377,12.128697843768718,Urban,Minor,No,59.45258414769439
859.2450270901854,Very High,424.43175763725634,2.371264267268016,Same Day,Bicycle,Simple,Storm,Night,26.325695589574774,12.272985445842885,Suburban,Major,No,57.53335800895411
861.7757695930366,High,348.6278065074823,0.847327192429937,Overnight,,Moderate,Clear,Night,27.076794807308072,7.777815335062645,Rural,None,No,2.3195427420828114
621.4619998318042,High,328.39779637239843,0.1745086744329454,Standard,Van,Complex,Snow,Morning,,6.760759877732514,Suburban,Major,Yes,60.477034876979005
237.6795918215623,Medium,259.08981443119444,2.8301987408268388,Standard,Van,Complex,Clear,Afternoon,49.89485650536436,10.68651747990203,Rural,None,Yes,52.978789831033495
94.76021538866856,Medium,476.56094802476974,,Express,Bicycle,Simple,Snow,Afternoon,46.42264169962415,9.527378263566586,Urban,Major,No,27.058011770343967
774.0734203759242,Low,476.2716555546502,0.23736965853554798,Standard,Bicycle,Moderate,Fog,Morning,26.225110366821394,17.381014466997428,Rural,Major,No,17.522665295271505
48.66842166906214,Medium,337.99583260702207,4.616523859239295,Overnight,Van,Complex,Storm,Evening,49.792153293328084,5.573765460980649,Urban,Minor,No,5.7162805185035275
132.35018045698408,Very High,5.502640279387192,3.326608586092176,Standard,Bicycle,Complex,Clear,Morning,16.906221152625655,17.90753701188343,,Minor,Yes,70.80377047188395
925.8753565932261,High,302.465118222359,2.601274735260039,Same Day,Truck,,Storm,Night,31.598261818903556,23.608670730829438,Urban,None,,33.17524774430463
593.5044143880015,Medium,351.29491973581696,0.018911164558701225,Standard,Van,Complex,Rain,Evening,13.34930000230321,28.068154804061354,Suburban,Minor,No,46.466651685392485
685.8913037096302,Very High,229.88903626026118,2.600746969232668,Overnight,Truck,Complex,Rain,Afternoon,14.98092811465638,21.83651785228114,Suburban,Minor,No,31.493016966140377
417.5884725991359,Medium,270.85344609936203,4.095652814058775,Overnight,Bicycle,Simple,Rain,Night,18.649737708974108,11.969761479228184,Urban,None,No,51.920487745509746
185.267211447602,Low,476.2764921560543,3.7372568052588044,Overnight,Motorcycle,Moderate,Snow,Afternoon,32.09907560326154,8.751758379150656,Rural,Minor,No,56.97683334986921
269.00048606497296,High,257.0636805960817,2.190326591368476,Overnight,Truck,Moderate,Snow,Evening,13.363770974155319,22.871193422279212,Urban,Minor,Yes,68.49719986294087
788.3129786893941,Very High,386.06731877465796,4.93915769403076,Express,Bicycle,Complex,Clear,Evening,28.881530697661816,6.476829223923925,Rural,None,No,30.387764124261942
11.810598550964174,Low,486.690252158112,2.9614992642676996,Overnight,Motorcycle,Moderate,Rain,Afternoon,32.53542500561174,10.82069487821737,Suburban,None,No,36.08535527690932
404.4028551712729,Medium,80.82420669864578,4.606520730698312,Standard,Motorcycle,Simple,Storm,Morning,53.478551902501124,10.728526574373369,Rural,None,No,15.38756861961144
8.160422034449748,Medium,492.39032457391926,3.8341636791318594,Express,Bicycle,Complex,,Night,46.93470488972976,10.417312439561702,Urban,Major,No,30.20954018774201
371.564694746968,Very High,340.0767385403191,,Same Day,Bicycle,Complex,Rain,Morning,51.69621895047595,14.644844924825819,Urban,Major,No,62.540798449265885
351.7363207065693,High,384.399359484772,4.7100628146563155,,Bicycle,Complex,Fog,Morning,42.56363727490279,9.094712944637154,Suburban,Minor,No,51.98840819936263
399.208273747426,High,46.869520351711174,3.7546618307743067,Same Day,Bicycle,Simple,Rain,Morning,49.714553510351074,18.04518529674515,Suburban,Minor,No,26.0147930945563
62.08799890925955,Low,214.51724329079215,0.2870696803626271,Standard,,Complex,Storm,Evening,58.83867685711372,1.2354662948024142,Suburban,None,No,24.854466638022007
286.77720027696057,High,124.45190756185322,4.723242388210433,Same Day,Truck,Complex,Storm,Morning,,23.60768038252306,Suburban,None,No,8.2252421204978
677.9955357698204,Medium,399.2115588748911,3.136057758557684,Standard,Bicycle,Moderate,Snow,Evening,33.32336436855884,9.583667125974667,Urban,Major,No,54.24706886331732
834.7994144058698,Low,424.24385648613367,4.3244699029045535,Same Day,,Complex,Snow,Night,17.581048431865874,5.741948353893801,Urban,Major,No,32.67862653943996
34.12623222426567,High,312.8970905400573,1.4514162354025737,Standard,Motorcycle,Simple,Snow,Night,36.502273448810726,1.4964988870740434,Suburban,Minor,No,54.56366348271435
843.629069168795,Low,7.0809140063549405,0.7906446007830402,Standard,Bicycle,Simple,Rain,Night,46.87581874198753,3.490862353862526,Rural,Major,No,8.907390654932993
,Medium,23.155303052197702,1.5168012020720387,Overnight,Van,Moderate,Snow,,40.687272801118745,,Suburban,Major,No,23.964341911123917
579.6282889597219,High,400.28623595937205,3.3518077440280543,Same Day,,Simple,Fog,Morning,46.95423071535021,4.407768878539613,Suburban,,No,
493.4550777627169,Medium,121.94513653152495,,Standard,Bicycle,Complex,Storm,Evening,,29.96988029112786,Suburban,Minor,No,66.03605652180627
216.48402306705444,Medium,221.35122840737867,1.0051972039848773,Express,Bicycle,,Rain,Night,58.30343802137075,28.993201161433092,Suburban,Major,No,35.92114651252068
782.6332481467695,High,164.02417813670058,3.9446286982964676,Express,Van,Simple,Rain,Night,59.43127547195488,13.19869447827816,Suburban,None,No,66.32871215758696
44.732547339049624,Very High,,3.8695826003631373,Overnight,Bicycle,Complex,Fog,Night,19.92686281869357,9.325060370018448,Urban,Major,No,9.801731969030168
466.0874459780824,Very High,366.68084352404264,4.235928134079786,Express,Motorcycle,Complex,Snow,Night,14.765701849247076,21.171714668434127,Suburban,Minor,,40.50501651303188
955.1582642762028,High,13.849238563346812,1.4194902012121298,Overnight,Motorcycle,Simple,Storm,Morning,57.29539513271541,13.065772274872804,Rural,None,No,
603.1444721227188,Very High,434.5515502270326,0.13015404429668237,Overnight,Motorcycle,Simple,Fog,Evening,29.571284261674922,17.103493519407465,Urban,Minor,No,8.017997868292644
307.05394977322504,,302.7249298080057,4.789120897682434,Standard,Truck,Simple,Snow,Morning,22.250244619975085,27.248840200617458,Suburban,None,No,
,Low,205.7639448400016,0.8181320507785433,Standard,Bicycle,Complex,Storm,Morning,20.0352117149846,24.792631192177573,Rural,Major,No,35.815453531805936
368.0326529714059,High,446.8273612641987,3.3681390098694237,Express,Truck,Complex,Snow,Evening,8.860923766516528,9.036286552950212,Urban,Major,,43.904432541901386
902.9946522529765,Very High,314.0697019423245,3.1626198407404997,Express,Bicycle,Simple,Clear,Afternoon,12.431289300913196,27.97354674302812,Urban,Minor,No,15.403894111533202
676.0999367328869,Low,402.87761879317765,1.4140172153331168,Standard,Motorcycle,Moderate,Storm,Afternoon,40.599033664211845,26.692988356871318,Urban,Major,No,61.396804341096384
852.4248901765188,,484.85105237530814,3.570852352363592,Overnight,Van,Moderate,Fog,Evening,12.158352602263708,28.713626721266504,Rural,None,No,53.84454031958605
475.5934796589157,Very High,143.95956926223917,1.9540912972282665,Same Day,Bicycle,,Snow,Morning,31.447985044606206,20.462782700030328,Rural,Minor,No,4.911765065996248
369.2884270555787,Very High,48.073495474096276,2.0988113407598274,Overnight,Van,,Storm,Afternoon,8.688664090929816,6.273502512805823,,Major,No,65.07953466624193
754.5124732927804,Medium,437.59062503771725,0.9855285236237663,Express,Motorcycle,Complex,Clear,Morning,10.386288311876662,6.337766205223314,Suburban,None,No,38.15891222426749
478.3958903927881,Low,360.36602927152035,2.3010351788299817,Express,Motorcycle,Moderate,Snow,Afternoon,13.329909261506462,29.666582951996034,Suburban,Minor,No,17.3809308143014
512.1942444995549,Medium,264.5418509346018,1.012288173671772,Standard,Bicycle,Complex,Storm,Evening,54.05551635389966,10.216364262043271,,None,No,
807.1662507789763,High,270.23793583308907,0.7178495125218984,Overnight,Bicycle,Moderate,,,26.684980901996337,3.7347596600944657,Urban,None,No,11.257578570707096
936.7112547894991,High,96.49144282202755,0.9050539160231214,Standard,Motorcycle,Moderate,Clear,Morning,32.342083487998785,26.708718240842142,,Major,No,17.670069924627743
143.8397560247905,Very High,73.88296933566554,1.9984631012759393,Express,Bicycle,,Storm,Evening,34.641824236812184,19.198934460914042,,,No,53.74288411711603
,Medium,245.49092507196883,2.5521555325706187,Standard,Bicycle,,Clear,,8.343632118226738,5.575969021224785,Suburban,Major,No,35.55203374844812
322.2434753814129,Medium,438.7782734270363,0.845419455543224,Overnight,Truck,Complex,Fog,Morning,15.279083079178644,10.301153598628208,Urban,Major,No,36.10591272420776
875.9282105035388,Medium,329.03514150001894,1.8494865584962188,Overnight,Truck,Complex,Snow,Morning,23.555313700750997,13.177661668318942,Urban,None,No,1.6191716374326512
877.9805189152175,Medium,298.4768059503194,3.000020188826053,Express,,Simple,Rain,Evening,48.88632486892805,,Urban,Minor,No,47.48829342113335
811.0540450124498,Low,285.36706215453927,3.3996915711919202,Express,Van,,Rain,Morning,42.74265338810198,8.712938278400385,Suburban,None,Yes,21.406975857505593
280.9631318374166,High,185.74832134388947,2.616329675496257,Same Day,Van,Moderate,Snow,Morning,42.805474622428086,10.61630093159702,Rural,Minor,No,18.45733034381755
259.24229220600085,Very High,241.36058364746134,4.72723606170295,Express,Van,Moderate,Snow,Evening,34.1545501948544,1.5805592537167379,Rural,None,No,23.579389779983465
627.9353064527274,Very High,437.54434257929944,2.0461958499075665,Overnight,Van,Simple,,Afternoon,53.46218473597324,21.127285638896158,Urban,Minor,No,20.68347647963937
384.2870119998687,Low,283.2589131065092,3.534003556306783,Express,Bicycle,Moderate,Fog,Afternoon,6.168202626540864,,Rural,None,Yes,24.23639817511892
79.84499602411606,Very High,359.6323506125943,0.11392443308050938,Express,Truck,Simple,Clear,Afternoon,51.961669441194395,25.43570450805917,Rural,Major,No,51.029915822030354
912.0901638435753,Medium,48.72336089192033,1.1577237352271548,Same Day,Bicycle,Simple,Storm,Evening,29.927411911658677,17.006183667436847,Urban,Major,No,5.239680211854203
168.07646806717528,Very High,196.35311263111376,3.4906915466428727,,Van,Simple,Rain,,6.496312500878773,10.6951758532678,Urban,Major,No,22.342200591865137
636.2284573631594,Very High,,2.338837406481374,,Motorcycle,Moderate,Fog,Afternoon,10.456518619145752,20.72566049391239,Urban,None,No,10.606617062358985
339.83095335723357,,481.7035520749789,4.497978002690188,Standard,Motorcycle,Complex,Snow,Afternoon,12.819390823564305,,Suburban,None,Yes,
699.5933539866606,Very High,202.50383575843736,2.469311287051423,Express,Van,Complex,Rain,Evening,54.211203184673586,26.372419120991804,Suburban,None,No,54.79398924802733
102.7297437761352,Low,365.16702454970033,0.1977939673654894,Overnight,Van,Simple,Clear,Morning,22.728993601548222,29.106046592372223,Rural,Major,No,67.04991331457035
342.26887011970587,Very High,157.19769506082434,4.434523485742174,Overnight,Van,Simple,Fog,Evening,52.36542828088184,27.684015011676593,Suburban,None,No,
,Medium,220.26405895254683,0.31008241845500595,Standard,Motorcycle,Simple,Clear,Morning,6.181311872354254,20.904026214140703,Rural,,No,48.376957874578494
842.4503649082624,Low,292.28910502049666,4.24594934370804,Standard,Motorcycle,Complex,Rain,Morning,5.08848034923788,26.53357640824182,Suburban,Minor,No,38.17143923611992
538.9833429219475,,161.4120880766118,2.4439083465264164,Overnight,Motorcycle,Simple,Fog,Night,38.63568122734924,16.287312403427872,Suburban,Minor,No,57.19365354140589
361.78388371405896,,243.3182258555479,3.3269654634133072,Overnight,Van,Complex,Rain,Afternoon,38.13185452061013,21.433954806968817,,Minor,No,2.707197782762021
,Low,481.9269984547707,1.7427517467841849,Standard,Van,Moderate,Storm,Afternoon,58.74810247607403,26.80361911776951,Suburban,Minor,No,19.10622934299404
413.1348807705965,,476.91107977541424,0.8332250451097098,Express,Motorcycle,Simple,Storm,Morning,23.002880391034804,18.004429528175947,Urban,,No,30.09320157611718
561.7770622631257,Low,21.531060420096658,2.77151116644631,Same Day,Motorcycle,Moderate,Fog,Night,10.766887538125204,12.736333515878112,Suburban,None,No,65.97861232307514
240.03581292707537,Medium,38.81191992348414,3.0582140487423266,Same Day,Motorcycle,,Storm,Morning,34.70062997631591,23.034691593755863,Suburban,Minor,No,64.24620172627635
806.4131269580512,Very High,61.81863660959966,4.979061295530284,Overnight,Bicycle,Complex,Rain,Afternoon,,26.190322742330586,Rural,Major,No,0.5565792822598392
